J, B, T, O, m, chi, E0, E1, E2, p0, p1, p2 
0.22666666666666666, 1.8253968253968254, 0.0, -3.1837199391120355e-06, 6.821200387845709e-12, 5.887249605488726e-11, -1.9999999999811677, -0.8253968253616257, 2.8253968254310626, 1.0, 0.0, 0.0
0.22666666666666666, 1.9047619047619047, 0.0, -3.95285759718682e-06, 1.2883322220902567e-11, 1.2260504458750034e-10, -1.99999999997033, -0.9047619047034853, 2.904761904817329, 1.0, 0.0, 0.0
0.22666666666666666, 1.984126984126984, 0.0, -6.5444356353178146e-06, 2.6282318576337826e-11, 2.6042969680960874e-10, -1.9999999999503009, -0.9841269840230272, 2.984126984223026, 1.0, 0.0, 0.0
0.22666666666666666, 2.0634920634920633, 0.0, -8.254094268078931e-06, 5.422136933353887e-11, 6.683733531081023e-10, -1.9999999999174805, -1.0634920633065967, 3.06349206365854, 1.0, 0.0, 0.0
0.22666666666666666, 2.142857142857143, 0.0, -1.280919068433027e-05, 1.3237332700619532e-10, -3.035820443390233e-10, -1.9999999998419438, -1.142857142469567, 3.1428571431941448, 1.0, 0.0, 0.0
0.22666666666666666, 2.2222222222222223, 0.0, 1.0932223703594524e-06, 6.033743247979623e-12, -6.630588566516668e-10, -1.9999999999945364, -1.2222222222072838, 3.2222222222347594, 1.0, 0.0, 0.0
0.22666666666666666, 2.3015873015873014, 0.0, 4.919614295288978e-07, 2.7125889442438682e-11, 5.510742010755829e-11, -1.999999999982218, -1.3015873015313435, 3.3015873016323654, 1.0, 0.0, 0.0
0.22666666666666666, 2.380952380952381, 0.0, -1.0002395174007832e-06, 1.478095278886189e-11, -1.05660759528087e-10, -1.9999999999934552, -1.380952380927431, 3.3809523809715403, 1.0, 0.0, 0.0
0.22666666666666666, 2.46031746031746, 0.0, 4.826798311906004e-06, 1.0354340310996303e-11, -2.6236327325481325e-11, -1.9999999999972429, -1.4603174603034785, 3.460317460327593, 1.0, 0.0, 0.0
0.22666666666666666, 2.5396825396825395, 0.0, 4.423435190678068e-06, 1.061645638799184e-11, 3.9907372584070564e-08, -1.9999999999986706, -1.5396825396714031, 3.5396825396900558, 1.0, 0.0, 0.0
0.22666666666666666, 2.619047619047619, 0.0, 7.537978480036026e-05, 6.344857925084101e-09, 0.6671773175116066, -1.9999999998721458, -1.6190476140752386, 3.6190476221095795, 1.0, 0.0, 0.0
0.22666666666666666, 2.698412698412698, 0.0, 0.2954015823019533, 0.10590116152039526, 1.3438093129529682, -2.0036605131493492, -1.6203858021982054, 3.7427194306395193, 1.0, 0.0, 0.0
0.22666666666666666, 2.7777777777777777, 0.0, 0.3971184952161464, 0.21330307189294812, 1.322132872358749, -2.0163800530256752, -1.6267544938590632, 3.857610246642188, 1.0, 0.0, 0.0
0.22666666666666666, 2.8571428571428568, 0.0, 0.45212910073066737, 0.3157635222122602, 1.2807458026333591, -2.0373928373456605, -1.644959467515076, 3.9603636924175385, 1.0, 0.0, 0.0
0.22666666666666666, 2.9365079365079363, 0.0, 0.4794752486225486, 0.41659605643792574, 1.2702232056668565, -2.0664593170275394, -1.6732276617887463, 4.052331873135281, 1.0, 0.0, 0.0
0.22666666666666666, 3.015873015873016, 0.0, 0.4846677899236951, 0.5173862532704914, 1.2768865892180739, -2.103518363086251, -1.7110071927634567, 4.13399361452721, 1.0, 0.0, 0.0
0.22666666666666666, 3.095238095238095, 0.0, 0.4686464522922447, 0.6192764674249216, 1.2981038770817506, -2.1486133085143964, -1.7581754133714618, 4.205488585417477, 1.0, 0.0, 0.0
0.22666666666666666, 3.1746031746031744, 0.0, 0.42854601354986366, 0.7234344877279121, 1.3374528488971433, -2.2018762362474837, -1.8150115017567212, 4.2666519209532385, 1.0, 0.0, 0.0
0.22666666666666666, 3.253968253968254, 0.0, 0.3547756606444973, 0.8315705704244681, 1.418372400914546, -2.2635476733976874, -1.8822664643401232, 4.31696546737501, 1.0, 0.0, 0.0
0.22666666666666666, 3.333333333333333, 0.0, 0.2055699180054448, 0.9485729640635543, 1.0611054034033807, -2.3340890892485726, -1.962910800834268, 4.354470396130301, 1.0, 0.0, 0.0
0.22666666666666666, 3.4126984126984126, 0.0, 2.3701781080663292e-05, 0.9999999995361158, 0.32399032602923605, -2.4126984126692648, -1.9999999995914846, 4.412698412952826, 1.0, 0.0, 0.0
